algorithm,size,backend,oracle_shots,epsilon,batch
su2random,9,fake_kyiv,5900,0.1,50
su2random,9,fake_marrakesh,5800,0.1,50
su2random,9,fake_sherbrooke,5800,0.1,50
su2random,9,fake_torino,5650,0.1,50
su2random,10,aer_simulator,7150,0.1,50
su2random,10,fake_fez,8700,0.1,50
su2random,10,fake_kyiv,8650,0.1,50
su2random,10,fake_marrakesh,8650,0.1,50
su2random,10,fake_sherbrooke,9300,0.1,50
su2random,10,fake_torino,8550,0.1,50
su2random,11,aer_simulator,9850,0.1,50
su2random,11,fake_fez,12350,0.1,50
su2random,11,fake_kyiv,12400,0.1,50
su2random,11,fake_marrakesh,12050,0.1,50
su2random,11,fake_sherbrooke,12300,0.1,50
su2random,11,fake_torino,12100,0.1,50
su2random,12,aer_simulator,12950,0.1,50
su2random,12,fake_fez,15250,0.1,50
su2random,12,fake_kyiv,15250,0.1,50
su2random,12,fake_marrakesh,15000,0.1,50
su2random,12,fake_sherbrooke,15350,0.1,50
su2random,12,fake_torino,15200,0.1,50
su2random,13,aer_simulator,13700,0.1,50
su2random,13,fake_fez,17000,0.1,50
su2random,13,fake_kyiv,17250,0.1,50
su2random,13,fake_marrakesh,16650,0.1,50
su2random,13,fake_sherbrooke,17200,0.1,50
su2random,13,fake_torino,17050,0.1,50
su2random,14,aer_simulator,16350,0.1,50
su2random,14,fake_fez,17700,0.1,50
su2random,14,fake_kyiv,17700,0.1,50
su2random,14,fake_marrakesh,17650,0.1,50
su2random,14,fake_sherbrooke,17700,0.1,50
su2random,14,fake_torino,17700,0.1,50
su2random,15,aer_simulator,17050,0.1,50
su2random,15,fake_fez,17900,0.1,50
su2random,15,fake_kyiv,17900,0.1,50
su2random,15,fake_marrakesh,17850,0.1,50
su2random,15,fake_sherbrooke,17900,0.1,50
su2random,15,fake_torino,17900,0.1,50
twolocalrandom,4,aer_simulator,50,0.1,50
twolocalrandom,4,fake_fez,150,0.1,50
twolocalrandom,4,fake_kyiv,300,0.1,50
twolocalrandom,4,fake_marrakesh,150,0.1,50
twolocalrandom,4,fake_sherbrooke,150,0.1,50
twolocalrandom,4,fake_torino,200,0.1,50
twolocalrandom,5,aer_simulator,400,0.1,50
twolocalrandom,5,fake_fez,400,0.1,50
twolocalrandom,5,fake_kyiv,450,0.1,50
twolocalrandom,5,fake_marrakesh,250,0.1,50
twolocalrandom,5,fake_sherbrooke,400,0.1,50
twolocalrandom,5,fake_torino,350,0.1,50
twolocalrandom,6,aer_simulator,700,0.1,50
twolocalrandom,6,fake_fez,950,0.1,50
twolocalrandom,6,fake_kyiv,750,0.1,50
twolocalrandom,6,fake_marrakesh,700,0.1,50
twolocalrandom,6,fake_sherbrooke,1000,0.1,50
twolocalrandom,6,fake_torino,1100,0.1,50
twolocalrandom,7,aer_simulator,1250,0.1,50
twolocalrandom,7,fake_fez,1550,0.1,50
twolocalrandom,7,fake_kyiv,2050,0.1,50
twolocalrandom,7,fake_marrakesh,1500,0.1,50
twolocalrandom,7,fake_sherbrooke,1700,0.1,50
twolocalrandom,7,fake_torino,2100,0.1,50
twolocalrandom,8,aer_simulator,2050,0.1,50
twolocalrandom,8,fake_fez,2550,0.1,50
twolocalrandom,8,fake_kyiv,2950,0.1,50
twolocalrandom,8,fake_marrakesh,3050,0.1,50
twolocalrandom,8,fake_sherbrooke,3250,0.1,50
twolocalrandom,8,fake_torino,3400,0.1,50
twolocalrandom,9,aer_simulator,3250,0.1,50
twolocalrandom,9,fake_fez,4800,0.1,50
twolocalrandom,9,fake_kyiv,5550,0.1,50
twolocalrandom,9,fake_marrakesh,5050,0.1,50
twolocalrandom,9,fake_sherbrooke,5300,0.1,50
twolocalrandom,9,fake_torino,5650,0.1,50
twolocalrandom,10,aer_simulator,5200,0.1,50
twolocalrandom,10,fake_fez,8350,0.1,50
twolocalrandom,10,fake_kyiv,9100,0.1,50
twolocalrandom,10,fake_marrakesh,8350,0.1,50
twolocalrandom,10,fake_sherbrooke,8950,0.1,50
twolocalrandom,10,fake_torino,8500,0.1,50
twolocalrandom,11,aer_simulator,5250,0.1,50
twolocalrandom,11,fake_fez,11850,0.1,50
twolocalrandom,11,fake_kyiv,12050,0.1,50
twolocalrandom,11,fake_marrakesh,11250,0.1,50
twolocalrandom,11,fake_sherbrooke,12000,0.1,50
twolocalrandom,11,fake_torino,11950,0.1,50
twolocalrandom,12,aer_simulator,9200,0.1,50
twolocalrandom,12,fake_fez,14900,0.1,50
twolocalrandom,12,fake_kyiv,15000,0.1,50
twolocalrandom,12,fake_marrakesh,14200,0.1,50
twolocalrandom,12,fake_sherbrooke,15150,0.1,50
twolocalrandom,12,fake_torino,14900,0.1,50
twolocalrandom,13,aer_simulator,11900,0.1,50
twolocalrandom,13,fake_fez,16950,0.1,50
twolocalrandom,13,fake_kyiv,17200,0.1,50
twolocalrandom,13,fake_marrakesh,16550,0.1,50
twolocalrandom,13,fake_sherbrooke,17100,0.1,50
twolocalrandom,13,fake_torino,16900,0.1,50
twolocalrandom,14,aer_simulator,15050,0.1,50
twolocalrandom,14,fake_fez,17650,0.1,50
twolocalrandom,14,fake_kyiv,17700,0.1,50
twolocalrandom,14,fake_marrakesh,17550,0.1,50
twolocalrandom,14,fake_sherbrooke,17700,0.1,50
twolocalrandom,14,fake_torino,17650,0.1,50
twolocalrandom,15,aer_simulator,16300,0.1,50
twolocalrandom,15,fake_fez,17850,0.1,50
twolocalrandom,15,fake_kyiv,17900,0.1,50
twolocalrandom,15,fake_marrakesh,17800,0.1,50
twolocalrandom,15,fake_sherbrooke,17900,0.1,50
twolocalrandom,15,fake_torino,17900,0.1,50
vqe,4,aer_simulator,50,0.1,50
vqe,4,fake_fez,50,0.1,50
vqe,4,fake_kyiv,50,0.1,50
vqe,4,fake_marrakesh,50,0.1,50
vqe,4,fake_sherbrooke,50,0.1,50
vqe,4,fake_torino,50,0.1,50
vqe,5,aer_simulator,50,0.1,50
vqe,5,fake_fez,50,0.1,50
vqe,5,fake_kyiv,50,0.1,50
vqe,5,fake_marrakesh,50,0.1,50
vqe,5,fake_sherbrooke,50,0.1,50
vqe,5,fake_torino,100,0.1,50
vqe,6,aer_simulator,50,0.1,50
vqe,6,fake_fez,50,0.1,50
vqe,6,fake_marrakesh,50,0.1,50
vqe,6,fake_sherbrooke,50,0.1,50
vqe,6,fake_torino,50,0.1,50
vqe,7,aer_simulator,50,0.1,50
vqe,7,fake_fez,50,0.1,50
vqe,7,fake_kyiv,100,0.1,50
vqe,7,fake_marrakesh,100,0.1,50
vqe,7,fake_sherbrooke,100,0.1,50
vqe,7,fake_torino,150,0.1,50
vqe,8,aer_simulator,100,0.1,50
vqe,8,fake_fez,150,0.1,50
vqe,8,fake_marrakesh,100,0.1,50
vqe,8,fake_sherbrooke,300,0.1,50
vqe,8,fake_torino,450,0.1,50
vqe,9,aer_simulator,200,0.1,50
vqe,9,fake_fez,150,0.1,50
vqe,9,fake_kyiv,250,0.1,50
vqe,9,fake_marrakesh,50,0.1,50
vqe,9,fake_sherbrooke,350,0.1,50
vqe,9,fake_torino,150,0.1,50
vqe,10,aer_simulator,50,0.1,50
vqe,10,fake_fez,200,0.1,50
vqe,10,fake_kyiv,500,0.1,50
vqe,10,fake_marrakesh,200,0.1,50
vqe,10,fake_sherbrooke,600,0.1,50
vqe,10,fake_torino,400,0.1,50
vqe,11,aer_simulator,50,0.1,50
vqe,11,fake_fez,150,0.1,50
vqe,11,fake_kyiv,450,0.1,50
vqe,11,fake_marrakesh,100,0.1,50
vqe,11,fake_sherbrooke,300,0.1,50
vqe,11,fake_torino,200,0.1,50
vqe,12,aer_simulator,50,0.1,50
vqe,12,fake_fez,300,0.1,50
vqe,12,fake_marrakesh,150,0.1,50
vqe,12,fake_sherbrooke,650,0.1,50
vqe,12,fake_torino,350,0.1,50
vqe,13,aer_simulator,150,0.1,50
vqe,13,fake_fez,600,0.1,50
vqe,13,fake_kyiv,1550,0.1,50
vqe,13,fake_marrakesh,250,0.1,50
vqe,13,fake_sherbrooke,1050,0.1,50
vqe,13,fake_torino,1750,0.1,50
vqe,14,aer_simulator,150,0.1,50
vqe,14,fake_fez,1350,0.1,50
vqe,14,fake_marrakesh,600,0.1,50
vqe,14,fake_sherbrooke,2250,0.1,50
vqe,14,fake_torino,2300,0.1,50
vqe,15,aer_simulator,200,0.1,50
vqe,15,fake_fez,1950,0.1,50
vqe,15,fake_kyiv,2100,0.1,50
vqe,15,fake_marrakesh,900,0.1,50
vqe,15,fake_sherbrooke,3000,0.1,50
vqe,15,fake_torino,2100,0.1,50
wstate,4,aer_simulator,100,0.1,50
wstate,4,fake_fez,150,0.1,50
wstate,4,fake_kyiv,150,0.1,50
wstate,4,fake_marrakesh,50,0.1,50
wstate,4,fake_sherbrooke,250,0.1,50
wstate,4,fake_torino,200,0.1,50
wstate,5,aer_simulator,150,0.1,50
wstate,5,fake_fez,150,0.1,50
wstate,5,fake_kyiv,200,0.1,50
wstate,5,fake_marrakesh,150,0.1,50
wstate,5,fake_sherbrooke,200,0.1,50
wstate,5,fake_torino,200,0.1,50
wstate,6,aer_simulator,150,0.1,50
wstate,6,fake_fez,100,0.1,50
wstate,6,fake_kyiv,300,0.1,50
wstate,6,fake_marrakesh,100,0.1,50
wstate,6,fake_sherbrooke,400,0.1,50
wstate,6,fake_torino,150,0.1,50
wstate,7,aer_simulator,150,0.1,50
wstate,7,fake_fez,450,0.1,50
wstate,7,fake_kyiv,250,0.1,50
wstate,7,fake_marrakesh,150,0.1,50
wstate,7,fake_sherbrooke,400,0.1,50
wstate,7,fake_torino,450,0.1,50
wstate,8,aer_simulator,150,0.1,50
wstate,8,fake_fez,300,0.1,50
wstate,8,fake_kyiv,550,0.1,50
wstate,8,fake_marrakesh,400,0.1,50
wstate,8,fake_sherbrooke,600,0.1,50
wstate,8,fake_torino,550,0.1,50
wstate,9,aer_simulator,150,0.1,50
wstate,9,fake_fez,400,0.1,50
wstate,9,fake_kyiv,550,0.1,50
wstate,9,fake_marrakesh,400,0.1,50
wstate,9,fake_sherbrooke,700,0.1,50
wstate,9,fake_torino,850,0.1,50
wstate,10,aer_simulator,150,0.1,50
wstate,10,fake_fez,600,0.1,50
wstate,10,fake_kyiv,1000,0.1,50
wstate,10,fake_marrakesh,500,0.1,50
wstate,10,fake_sherbrooke,800,0.1,50
wstate,10,fake_torino,700,0.1,50
wstate,11,aer_simulator,200,0.1,50
wstate,11,fake_fez,900,0.1,50
wstate,11,fake_kyiv,1350,0.1,50
wstate,11,fake_marrakesh,850,0.1,50
wstate,11,fake_sherbrooke,1400,0.1,50
wstate,11,fake_torino,1050,0.1,50
wstate,12,aer_simulator,300,0.1,50
wstate,12,fake_fez,800,0.1,50
wstate,12,fake_kyiv,1650,0.1,50
wstate,12,fake_marrakesh,900,0.1,50
wstate,12,fake_sherbrooke,1900,0.1,50
wstate,12,fake_torino,1350,0.1,50
wstate,13,aer_simulator,200,0.1,50
wstate,13,fake_fez,950,0.1,50
wstate,13,fake_kyiv,2100,0.1,50
wstate,13,fake_marrakesh,850,0.1,50
wstate,13,fake_sherbrooke,2500,0.1,50
wstate,13,fake_torino,1900,0.1,50
wstate,14,aer_simulator,400,0.1,50
wstate,14,fake_fez,900,0.1,50
wstate,14,fake_kyiv,2800,0.1,50
wstate,14,fake_marrakesh,1250,0.1,50
wstate,14,fake_sherbrooke,2900,0.1,50
wstate,14,fake_torino,2400,0.1,50
wstate,15,aer_simulator,400,0.1,50
wstate,15,fake_fez,1350,0.1,50
wstate,15,fake_kyiv,3500,0.1,50
wstate,15,fake_marrakesh,850,0.1,50
wstate,15,fake_sherbrooke,2850,0.1,50
wstate,15,fake_torino,2950,0.1,50
